Date,Visiter,Home,Spread,OverUnder
9/10/2016,Wake Forest,Duke,-7,45.5
9/10/2016,UConn,Navy,-4.5,44.5
9/10/2016,Arkansas State,Auburn,-20.5,52
9/10/2016,UTSA,Colorado State,-8.5,52.5
9/10/2016,Kentucky,Florida,-14,49.5
9/10/2016,Idaho,Washington,-37,61
9/10/2016,W Kentucky,Alabama,-27,60.5
9/10/2016,Mid Tennessee,Vanderbilt,-3,50
9/10/2016,UVA,Oregon,-23.5,71.5
9/10/2016,South Carolina,Miss St,-7.5,48
9/10/2016,FAU,Miami (FL),-25.5,62
9/10/2016,VT,Tennessee,-11,53
9/10/2016,Iowa State,Iowa,-15.5,51
9/10/2016,UNC,Illinois,7,60
9/10/2016,Ga Southern,South Alabama,13,58
9/10/2016,Wyoming,Nebraska,-24.5,58
9/10/2016,Utah State,USC,-16,56.5
9/10/2016,New Mexico,New Mexico St,12.5,61
9/10/2016,BYU,Utah,-3.5,43.5
9/10/2016,Washington St,Boise State,-12.5,73
9/10/2016,UNLV,UCLA,-26.5,58
9/10/2016,Texas Tech,Arizona State,0,79.5
9/10/2016,Cal,San Diego State,-6,59.5
9/10/2016,Old Dominion,Appalachian St,-21,54
9/10/2016,UTEP,Texas,-31,58
9/10/2016,Nevada,Notre Dame,-27.5,62.5
9/10/2016,SMU,Baylor,-35,71
9/10/2016,Georgia State,Air Force,-21.5,52.5
9/15/2016,Houston,Cincinnati,7.5,63.5
9/16/2016,Baylor,Rice,32.5,65.5
9/16/2016,Arizona State,UTSA,21.5,58.5
9/16/2016,Arkansas State,Utah State,-8.5,56
9/17/2016,E Michigan,Charlotte,2,63
9/17/2016,W Michigan,Illinois,3,56
9/17/2016,ECU,South Carolina,-2.5,51.5
9/17/2016,FSU,Louisville,-1.5,65.5
9/17/2016,Temple,Penn State,-7.5,48.5
9/17/2016,UVA,UConn,-3,48
9/17/2016,Iowa State,TCU,-24.5,61
9/17/2016,Colorado,Michigan,-17.5,56
9/17/2016,New Mexico,Rutgers,-7,57.5
9/17/2016,Mid Tennessee,Bowling Green,6,72.5
9/17/2016,Georgia State,Wisconsin,-35,50.5
9/17/2016,UNLV,Cent Michigan,-12,55.5
9/17/2016,Vanderbilt,Georgia Tech,-6.5,45
9/17/2016,FAU,Kansas State,-24,50
9/17/2016,Fresno State,Toledo,-21.5,58.5
9/17/2016,Boston College,VT,-6.5,41
9/17/2016,USF,Syracuse,12.5,74
9/17/2016,San Diego State,N Illinois,12,49
9/17/2016,North Texas,Florida,-34,52.5
9/17/2016,LA Tech,Texas Tech,-11,82.5
9/17/2016,New Mexico St,Kentucky,-22,66
9/17/2016,Texas State,Arkansas,-29.5,61
9/17/2016,Ohio,Tennessee,-27.5,57.5
9/17/2016,Akron,Marshall,-17.5,56
9/17/2016,Oregon,Nebraska,-3,73.5
9/17/2016,UCLA,BYU,3,51.5
9/17/2016,Miami (FL),Appalachian St,4,51.5
9/17/2016,Pitt,Oklahoma State,-3,58
9/17/2016,UL Monroe,Ga Southern,-26.5,58
9/17/2016,Old Dominion,North Carolina St,-24.5,59
9/17/2016,Troy,Southern Miss,-9,61.5
9/17/2016,South Alabama,LA-Lafayette,-2.5,52.5
9/17/2016,Kansas,Memphis,-20,60
9/17/2016,Michigan State,Notre Dame,-7.5,50.5
9/17/2016,Texas A&M,Auburn,-2,55
9/17/2016,Duke,Northwestern,-4,47
9/17/2016,OSU,Oklahoma,1,59
9/17/2016,Alabama,Ole Miss,10.5,53
9/17/2016,Georgia,Missouri,7,54
9/17/2016,Navy,Tulane,6.5,43.5
9/17/2016,USC,Stanford,-7,52
9/17/2016,Texas,Cal,7.5,80.5
9/17/2016,Buffalo,Nevada,-11,51
9/17/2016,Utah,San Jose State,13,47
9/17/2016,Idaho,Washington St,-28,68.5
9/17/2016,Maryland,UCF,11,56.5
9/17/2016,W Kentucky,Miami (OH),17,63.5
9/17/2016,Miss St,LSU,-13.5,47
9/17/2016,FIU,UMass,1,49
9/17/2016,Army,UTEP,3.5,47
9/17/2016,Hawaii,Arizona,-23.5,63
9/22/2016,Clemson,Georgia Tech,10.5,58
9/23/2016,TCU,SMU,21,67.5
9/23/2016,Wyoming,E Michigan,5,60.5
9/23/2016,USC,Utah,-3,44.5
9/24/2016,Cent Michigan,UVA,5,52
9/24/2016,Ball State,FAU,3,53.5
9/24/2016,UCF,FIU,9.5,52.5
9/24/2016,Army,Buffalo,13,50
9/24/2016,ECU,VT,-15,57.5
9/24/2016,Syracuse,UConn,-3,57.5
9/24/2016,Penn State,Michigan,-15.5,56.5
9/24/2016,Iowa,Rutgers,14.5,56.5
9/24/2016,Wake Forest,Indiana,-7,48
9/24/2016,San Jose State,Iowa State,-7,53.5
9/24/2016,Miss St,UMass,22.5,49.5
9/24/2016,Colorado State,Minnesota,-17,56.5
9/24/2016,BYU,West Virginia,-7,53
9/24/2016,North Texas,Rice,-7,54
9/24/2016,Ga Southern,W Michigan,-8.5,56.5
9/24/2016,Charlotte,Temple,-25,54
9/24/2016,Pitt,UNC,-7,66
9/24/2016,Southern Miss,UTEP,13.5,58.5
9/24/2016,Oklahoma State,Baylor,-7,73.5
9/24/2016,Louisville,Marshall,31,70
9/24/2016,Kent State,Alabama,-43.5,50
9/24/2016,Duke,Notre Dame,-19.5,59.5
9/24/2016,New Mexico St,Troy,-20,66
9/24/2016,Vanderbilt,W Kentucky,-8.5,50
9/24/2016,Arkansas,Texas A&M,-6.5,51.5
9/24/2016,Nevada,Purdue,-3.5,60
9/24/2016,LA-Lafayette,Tulane,-3,47
9/24/2016,Georgia,Ole Miss,-7,61
9/24/2016,Miami (OH),Cincinnati,-15,56
9/24/2016,LA Tech,Mid Tennessee,-4,69.5
9/24/2016,UTSA,Old Dominion,-5.5,50.5
9/24/2016,South Carolina,Kentucky,-2.5,58
9/24/2016,Florida,Tennessee,-4,42.5
9/24/2016,Bowling Green,Memphis,-17.5,67.5
9/24/2016,FSU,USF,4.5,63.5
9/24/2016,Nebraska,Northwestern,8.5,48
9/24/2016,Houston,Texas State,31.5,65
9/24/2016,LSU,Auburn,3,46
9/24/2016,Boise State,Oregon State,15.5,61
9/24/2016,Air Force,Utah State,4.5,53.5
9/24/2016,Idaho,UNLV,-14,62
9/24/2016,Cal,Arizona State,-3.5,84.5
9/24/2016,Stanford,UCLA,2,47
9/24/2016,Tulsa,Fresno State,15,66
9/24/2016,Appalachian St,Akron,4.5,55
9/24/2016,Wisconsin,Michigan State,-3.5,43
9/24/2016,Colorado,Oregon,-8.5,71.5
9/24/2016,Washington,Arizona,17,58
9/29/2016,Kansas,Texas Tech,-27.5,80
9/29/2016,UConn,Houston,-28,49.5
9/30/2016,Toledo,BYU,-3,51.5
9/30/2016,Stanford,Washington,-3.5,46
10/1/2016,Buffalo,Boston College,-17.5,40.5
10/1/2016,Memphis,Ole Miss,-15.5,70
10/1/2016,Tulane,UMass,2.5,42
10/1/2016,Minnesota,Penn State,-3.5,55
10/1/2016,Northwestern,Iowa,-12.5,45
10/1/2016,Rutgers,OSU,-38,59
10/1/2016,Kansas State,West Virginia,-3,56.5
10/1/2016,UVA,Duke,-3.5,60.5
10/1/2016,Notre Dame,Syracuse,12.5,73
10/1/2016,SMU,Temple,-13,53.5
10/1/2016,Old Dominion,Charlotte,8.5,58.5
10/1/2016,Mid Tennessee,North Texas,17,63.5
10/1/2016,FAU,FIU,3,53
10/1/2016,W Michigan,Cent Michigan,3,59
10/1/2016,N Illinois,Ball State,-3.5,57.5
10/1/2016,E Michigan,Bowling Green,-2.5,65.5
10/1/2016,Ohio,Miami (OH),2.5,51.5
10/1/2016,UCF,ECU,-3.5,60.5
10/1/2016,Miami (FL),Georgia Tech,7.5,53.5
10/1/2016,Illinois,Nebraska,-20.5,53
10/1/2016,Wisconsin,Michigan,-11.5,45
10/1/2016,Louisville,Clemson,1.5,65
10/1/2016,UNC,FSU,-10.5,72.5
10/1/2016,UL Monroe,Auburn,-32.5,56
10/1/2016,Navy,Air Force,-7,49
10/1/2016,Rice,Southern Miss,-25.5,59
10/1/2016,Wyoming,Colorado State,-6,53.5
10/1/2016,Tennessee,Georgia,4,52.5
10/1/2016,Georgia State,Appalachian St,-18.5,51.5
10/1/2016,Utah,Cal,1.5,64.5
10/1/2016,Texas,Oklahoma State,-2.5,68.5
10/1/2016,Wake Forest,North Carolina St,-13.5,49
10/1/2016,Texas A&M,South Carolina,19,50.5
10/1/2016,Arizona,UCLA,-11.5,58.5
10/1/2016,Arizona State,USC,-8.5,65
10/1/2016,Baylor,Iowa State,17,61.5
10/1/2016,Michigan State,Indiana,4.5,52
10/1/2016,Oklahoma,TCU,3.5,66
10/1/2016,Missouri,LSU,-11.5,52.5
10/1/2016,San Diego State,South Alabama,19,50.5
10/1/2016,LA-Lafayette,New Mexico St,5.5,67
10/1/2016,Troy,Idaho,14.5,58
10/1/2016,Utah State,Boise State,-24,59.5
10/1/2016,Oregon,Washington St,2.5,75
10/1/2016,Fresno State,UNLV,-8.5,56.5
10/1/2016,Akron,Kent State,7.5,52
10/1/2016,UTEP,LA Tech,-22.5,56.5
10/1/2016,Kentucky,Alabama,-35.5,57.5
10/1/2016,Florida,Vanderbilt,11.5,40.5
10/1/2016,Oregon State,Colorado,-18,56
10/1/2016,San Jose State,New Mexico,-10.5,52
10/1/2016,Marshall,Pitt,-16,57.5
10/1/2016,Purdue,Maryland,-10,56.5
10/1/2016,USF,Cincinnati,7,66
10/2/2016,Nevada,Hawaii,3,56.5
10/5/2016,Ga Southern,Arkansas State,6.5,54.5
10/6/2016,Temple,Memphis,-10,57.5
10/6/2016,W Kentucky,LA Tech,2.5,69
10/7/2016,Tulane,UCF,-13.5,48.5
10/7/2016,Clemson,Boston College,17.5,43
10/7/2016,SMU,Tulsa,-15.5,67.5
10/7/2016,Boise State,New Mexico,19,62.5
10/7/2016,UMass,Old Dominion,-11,55
10/8/2016,UMass,Old Dominion,-7,0
10/8/2016,Charlotte,FAU,-14,0
10/8/2016,Georgia,South Carolina,7,0
10/8/2016,LSU,Florida,3,0
10/8/2016,Kent State,Buffalo,2.5,42.5
10/8/2016,N Illinois,W Michigan,-17.5,67.5
10/8/2016,BYU,Michigan State,-4,49.5
10/8/2016,Georgia Tech,Pitt,-6.5,51.5
10/8/2016,Maryland,Penn State,1,57
10/8/2016,Iowa State,Oklahoma State,-14,67
10/8/2016,Cincinnati,UConn,3,49
10/8/2016,TCU,Kansas,28.5,61.5
10/8/2016,Army,Duke,-5.5,43
10/8/2016,Iowa,Minnesota,-2.5,50.5
10/8/2016,Indiana,OSU,-28,61.5
10/8/2016,Purdue,Illinois,-8.5,51
10/8/2016,VT,UNC,2.5,51
10/8/2016,Notre Dame,North Carolina St,-2,57
10/8/2016,Bowling Green,Ohio,-11.5,60
10/8/2016,Toledo,E Michigan,19.5,66
10/8/2016,Houston,Navy,16,51.5
10/8/2016,Oklahoma,Texas,13,72
10/8/2016,FSU,Miami (FL),-2,62
10/8/2016,Texas State,Georgia State,-10,59.5
10/8/2016,Ball State,Cent Michigan,-12.5,57.5
10/8/2016,Air Force,Wyoming,12,51
10/8/2016,Tennessee,Texas A&M,-7.5,57.5
10/8/2016,Vanderbilt,Kentucky,-3.5,48.5
10/8/2016,Auburn,Miss St,3,55
10/8/2016,Fresno State,Nevada,-8.5,55
10/8/2016,Washington,Oregon,10,67.5
10/8/2016,Michigan,Rutgers,30,52.5
10/8/2016,Marshall,North Texas,13,60
10/8/2016,Southern Miss,UTSA,16.5,54.5
10/8/2016,Idaho,UL Monroe,-3,57.5
10/8/2016,FIU,UTEP,-4.5,49
10/8/2016,Alabama,Arkansas,14.5,48.5
10/8/2016,UNLV,San Diego State,-16.5,53.5
10/8/2016,Washington St,Stanford,-7,55
10/8/2016,Cal,Oregon State,13.5,71.5
10/8/2016,Utah State,Colorado State,6,52
10/8/2016,Hawaii,San Jose State,-3,63
10/8/2016,Syracuse,Wake Forest,-4.5,53
10/8/2016,UCLA,Arizona State,8,57.5
10/8/2016,Colorado,USC,-5.5,62
10/8/2016,Miami (OH),Akron,-11,54.5
10/8/2016,Texas Tech,Kansas State,-10,68
10/8/2016,Arizona,Utah,-9.5,53.5
10/8/2016,ECU,USF,-15.5,67
10/9/2016,Charlotte,FAU,-13,61
10/9/2016,Georgia,South Carolina,7.5,42
10/12/2016,Appalachian St,LA-Lafayette,10,48.5
10/14/2016,Duke,Louisville,-34,70
10/14/2016,Memphis,Tulane,12,52
10/14/2016,Miss St,BYU,-7,56
10/14/2016,San Diego State,Fresno State,18.5,51.5
10/15/2016,E Michigan,Ohio,-7,55
10/15/2016,Bowling Green,Toledo,-31.5,71
10/15/2016,Ball State,Buffalo,10,51.5
10/15/2016,UConn,USF,-20,54
10/15/2016,VT,Syracuse,22,65
10/15/2016,Temple,UCF,-3.5,51.5
10/15/2016,Iowa,Purdue,12,52
10/15/2016,Iowa State,Texas,-16.5,69
10/15/2016,UNC,Miami (FL),-6.5,66.5
10/15/2016,Northwestern,Michigan State,-6.5,42
10/15/2016,Kansas State,Oklahoma,-13,56.5
10/15/2016,Nebraska,Indiana,3.5,58
10/15/2016,Southern Miss,LSU,-24.5,0
10/15/2016,Pitt,UVA,3,61.5
10/15/2016,West Virginia,Texas Tech,2.5,82.5
10/15/2016,Ga Southern,Georgia Tech,-10,48.5
10/15/2016,Georgia State,Troy,-18.5,54.5
10/15/2016,South Alabama,Arkansas State,-4.5,55
10/15/2016,UTSA,Rice,2.5,53
10/15/2016,Cent Michigan,N Illinois,-1,61
10/15/2016,Alabama,Tennessee,13.5,54.5
10/15/2016,Ole Miss,Arkansas,8.5,66
10/15/2016,Kansas,Baylor,-33,65.5
10/15/2016,Wake Forest,FSU,-23.5,52.5
10/15/2016,W Kentucky,Mid Tennessee,1,75.5
10/15/2016,Texas State,UL Monroe,-7.5,66
10/15/2016,Stanford,Notre Dame,-3.5,53
10/15/2016,OSU,Wisconsin,10.5,46.5
10/15/2016,New Mexico St,Idaho,-4,68
10/15/2016,USC,Arizona,13,62.5
10/15/2016,Colorado State,Boise State,-28,59
10/15/2016,Utah,Oregon State,7,43.5
10/15/2016,Nevada,San Jose State,-2,56.5
10/15/2016,North Carolina St,Clemson,-19.5,61
10/15/2016,LA Tech,UMass,18,63.5
10/15/2016,New Mexico,Air Force,-14,54
10/15/2016,Tulsa,Houston,-23,70
10/15/2016,W Michigan,Akron,13.5,68
10/15/2016,Minnesota,Maryland,-5.5,49.5
10/15/2016,Missouri,Florida,-13.5,51
10/15/2016,FAU,Marshall,-12.5,61.5
10/15/2016,Vanderbilt,Georgia,-14,43
10/15/2016,Arizona State,Colorado,-10,62
10/15/2016,FIU,Charlotte,2.5,55.5
10/15/2016,Illinois,Rutgers,3.5,51.5
10/15/2016,UCLA,Washington St,-9.5,51
10/15/2016,Kent State,Miami (OH),1,43.5
10/16/2016,UNLV,Hawaii,-9.5,55
10/20/2016,Miami (FL),VT,-6,53
10/20/2016,Troy,South Alabama,8.5,49.5
10/20/2016,BYU,Boise State,-7,57.5
10/21/2016,USF,Temple,6.5,59.5
10/21/2016,San Jose State,San Diego State,-23,48
10/21/2016,Oregon,Cal,2,89.5
10/22/2016,North Texas,Army,-17.5,47.5
10/22/2016,E Michigan,W Michigan,-25.5,62.5
10/22/2016,Syracuse,Boston College,-3.5,50
10/22/2016,TCU,West Virginia,-6,64.5
10/22/2016,Indiana,Northwestern,-3,54
10/22/2016,Purdue,Nebraska,-24,60
10/22/2016,Oklahoma State,Kansas,23.5,61
10/22/2016,Wisconsin,Iowa,3.5,42.5
10/22/2016,UNC,UVA,10,67.5
10/22/2016,North Carolina St,Louisville,-19,65
10/22/2016,Cent Michigan,Toledo,-10,61.5
10/22/2016,LA Tech,FIU,17.5,65.5
10/22/2016,Hawaii,Air Force,-17,58.5
10/22/2016,LA-Lafayette,Texas State,5.5,65
10/22/2016,Idaho,Appalachian St,-21.5,52.5
10/22/2016,UMass,South Carolina,-20.5,46
10/22/2016,Charlotte,Marshall,-9,60
10/22/2016,UL Monroe,New Mexico,-16.5,60.5
10/22/2016,Buffalo,N Illinois,-24,60.5
10/22/2016,UCF,UConn,4,46
10/22/2016,Washington St,Arizona State,7.5,65
10/22/2016,Oklahoma,Texas Tech,14.5,85.5
10/22/2016,Houston,SMU,23,61
10/22/2016,Memphis,Navy,-1,57
10/22/2016,Wyoming,Nevada,7,53
10/22/2016,Tulane,Tulsa,-10.5,54.5
10/22/2016,Miami (OH),Bowling Green,-2.5,52.5
10/22/2016,Miss St,Kentucky,5,53.5
10/22/2016,UTEP,UTSA,-10.5,47
10/22/2016,Old Dominion,W Kentucky,-14,65
10/22/2016,Mid Tennessee,Missouri,-7.5,72
10/22/2016,Ga Southern,New Mexico St,14,65
10/22/2016,Ole Miss,LSU,-7.5,60
10/22/2016,Arkansas,Auburn,-10.5,53
10/22/2016,OSU,Penn State,17.5,55.5
10/22/2016,Texas A&M,Alabama,-18,58
10/22/2016,Colorado State,UNLV,-1,56
10/22/2016,Fresno State,Utah State,-18,51.5
10/22/2016,Texas,Kansas State,1,54.5
10/22/2016,ECU,Cincinnati,-2,63
10/22/2016,Akron,Ball State,-3,61
10/22/2016,Colorado,Stanford,-2,49.5
10/22/2016,Rutgers,Minnesota,-17,44.5
10/22/2016,Ohio,Kent State,1,43
10/22/2016,Utah,UCLA,-4,43.5
10/22/2016,Oregon State,Washington,-36.5,53
10/22/2016,Michigan State,Maryland,2.5,50
10/22/2016,Illinois,Michigan,-39.5,51.5
10/27/2016,Ohio,Toledo,-15.5,57
10/27/2016,Akron,Buffalo,18,58
10/27/2016,VT,Pitt,3.5,54.5
10/27/2016,Appalachian St,Ga Southern,6,46
10/27/2016,Cal,USC,-19.5,74.5
10/28/2016,San Diego State,Utah State,4.5,45.5
10/28/2016,Air Force,Fresno State,14.5,51.5
10/28/2016,Navy,USF,-6.5,65.5
10/29/2016,Miami (OH),E Michigan,-7,50
10/29/2016,UConn,ECU,-6.5,53
10/29/2016,New Mexico St,Texas A&M,-43,71
10/29/2016,Mid Tennessee,FIU,17.5,61.5
10/29/2016,W Kentucky,FAU,21,66
10/29/2016,Cincinnati,Temple,-7.5,54
10/29/2016,Army,Wake Forest,-7,41.5
10/29/2016,Texas Tech,TCU,-9.5,87
10/29/2016,Kansas,Oklahoma,-40.5,65
10/29/2016,Penn State,Purdue,14.5,57
10/29/2016,Maryland,Indiana,-3.5,55
10/29/2016,Louisville,UVA,33,69.5
10/29/2016,Georgia State,South Alabama,-5.5,47.5
10/29/2016,Kent State,Cent Michigan,-13.5,44
10/29/2016,Clemson,FSU,4.5,59
10/29/2016,Kansas State,Iowa State,6,50.5
10/29/2016,West Virginia,Oklahoma State,4,63.5
10/29/2016,Miami (FL),Notre Dame,-1.5,57.5
10/29/2016,Baylor,Texas,3.5,74
10/29/2016,Tulsa,Memphis,-6.5,74
10/29/2016,SMU,Tulane,1.5,48
10/29/2016,Washington St,Oregon State,14.5,55
10/29/2016,Stanford,Arizona,4,50.5
10/29/2016,Northwestern,OSU,-25.5,53.5
10/29/2016,Nebraska,Wisconsin,-9,43.5
10/29/2016,Marshall,Southern Miss,-17,68
10/29/2016,Duke,Georgia Tech,-6.5,51
10/29/2016,Georgia,Florida,-6.5,43
10/29/2016,Auburn,Ole Miss,4,65
10/29/2016,UCF,Houston,-10,58.5
10/29/2016,Rice,LA Tech,-29.5,68
10/29/2016,Boise State,Wyoming,15,62
10/29/2016,North Texas,UTSA,-3.5,52
10/29/2016,Kentucky,Missouri,-6.5,70
10/29/2016,UL Monroe,Arkansas State,-21,55
10/29/2016,Old Dominion,UTEP,5,55.5
10/29/2016,Michigan,Michigan State,25,51.5
10/29/2016,Washington,Utah,10,53
10/29/2016,UNLV,San Jose State,3,55
10/29/2016,Tennessee,South Carolina,14.5,51
10/29/2016,Boston College,North Carolina St,-16,43.5
10/29/2016,Arizona State,Oregon,-8.5,73
10/29/2016,Minnesota,Illinois,8,47
10/30/2016,New Mexico,Hawaii,-2.5,65.5
11/1/2016,Bowling Green,N Illinois,-17,72
11/1/2016,W Michigan,Ball State,18,63.5
11/2/2016,Toledo,Akron,9.5,71.5
11/3/2016,Buffalo,Ohio,-18,51
11/3/2016,Oklahoma,Iowa State,20.5,71.5
11/3/2016,UCLA,Colorado,-13,57
11/3/2016,Arkansas State,Georgia State,4,47.5
11/4/2016,Cent Michigan,Miami (OH),-1,47
11/4/2016,Temple,UConn,10.5,44.5
11/4/2016,San Jose State,Boise State,-31,59
11/5/2016,Navy,Notre Dame,-7,63.5
11/5/2016,Texas State,Appalachian St,-31.5,55
11/5/2016,BYU,Cincinnati,7.5,54
11/5/2016,Louisville,Boston College,25,53
11/5/2016,Purdue,Minnesota,-17.5,54.5
11/5/2016,VT,Duke,12,54.5
11/5/2016,Syracuse,Clemson,-27.5,67.5
11/5/2016,Kansas,West Virginia,-32.5,54.5
11/5/2016,Indiana,Rutgers,11.5,58
11/5/2016,FSU,North Carolina St,7,58.5
11/5/2016,Maryland,Michigan,-30.5,54.5
11/5/2016,UVA,Wake Forest,-2.5,45
11/5/2016,Oklahoma State,Kansas State,-2.5,58.5
11/5/2016,ECU,Tulsa,-10,76.5
11/5/2016,UTSA,Mid Tennessee,-18.5,64
11/5/2016,Charlotte,Southern Miss,-19.5,61
11/5/2016,TCU,Baylor,-7,64
11/5/2016,Pitt,Miami (FL),-4.5,59
11/5/2016,Georgia Tech,UNC,-10.5,62
11/5/2016,Vanderbilt,Auburn,-25.5,46
11/5/2016,Georgia,Kentucky,2.5,52
11/5/2016,Fresno State,Colorado State,-17,55.5
11/5/2016,Ga Southern,Ole Miss,-27.5,63
11/5/2016,UMass,Troy,-22,56.5
11/5/2016,FAU,Rice,-3.5,57
11/5/2016,Utah State,Wyoming,-4,55.5
11/5/2016,Missouri,South Carolina,-6.5,56
11/5/2016,South Alabama,UL Monroe,10.5,50
11/5/2016,Idaho,LA-Lafayette,-5,55.5
11/5/2016,FIU,W Kentucky,-33,64.5
11/5/2016,LA Tech,North Texas,17.5,63
11/5/2016,Washington,Cal,18.5,74
11/5/2016,Oregon,USC,-16,77
11/5/2016,Marshall,Old Dominion,-10,57.5
11/5/2016,Hawaii,San Diego State,-20.5,51.5
11/5/2016,Texas A&M,Miss St,10,61.5
11/5/2016,Memphis,SMU,3,65
11/5/2016,Iowa,Penn State,-6.5,52.5
11/5/2016,Oregon State,Stanford,-17,42.5
11/5/2016,Arizona,Washington St,-16,66.5
11/5/2016,Alabama,LSU,7,46
11/5/2016,Wisconsin,Northwestern,5,41
11/5/2016,Nebraska,OSU,-17,53.5
11/5/2016,Nevada,New Mexico,-15,59
11/5/2016,Tulane,UCF,-16.5,48
11/5/2016,Florida,Arkansas,3.5,44.5
11/5/2016,Texas,Texas Tech,3,84.5
11/5/2016,Air Force,Army,-1.5,47
11/5/2016,Michigan State,Illinois,9,47.5
11/8/2016,E Michigan,Ball State,-1,59
11/8/2016,W Michigan,Kent State,21.5,54
11/9/2016,Toledo,N Illinois,6.5,69
11/9/2016,Bowling Green,Akron,-10,71
11/10/2016,UNC,Duke,11.5,65.5
11/10/2016,LA-Lafayette,Ga Southern,-7,46
11/10/2016,Utah,Arizona State,4.5,56
11/11/2016,Boston College,FSU,-21,47.5
11/12/2016,Northwestern,Purdue,14,58
11/12/2016,Pitt,Clemson,-21,61.5
11/12/2016,Cincinnati,UCF,-11,52.5
11/12/2016,Penn State,Indiana,6.5,60
11/12/2016,Wake Forest,Louisville,-34.5,57
11/12/2016,Iowa State,Kansas,11,55
11/12/2016,SMU,ECU,-7,63
11/12/2016,Tulsa,Navy,-3,71
11/12/2016,Miami (OH),Buffalo,10,50
11/12/2016,Texas Tech,Oklahoma State,-10.5,87
11/12/2016,Rice,Charlotte,-12,60.5
11/12/2016,New Mexico St,Arkansas State,-18.5,63.5
11/12/2016,Wyoming,UNLV,7.5,61
11/12/2016,Colorado State,Air Force,-7,53.5
11/12/2016,Miss St,Alabama,-29.5,51.5
11/12/2016,North Texas,W Kentucky,-28,65.5
11/12/2016,Appalachian St,Troy,-1.5,48.5
11/12/2016,Auburn,Georgia,9.5,50.5
11/12/2016,Illinois,Wisconsin,-24.5,42.5
11/12/2016,Kentucky,Tennessee,-14,59.5
11/12/2016,South Carolina,Florida,-11.5,38
11/12/2016,LSU,Arkansas,7,46.5
11/12/2016,Stanford,Oregon,3,58
11/12/2016,Army,Notre Dame,-13.5,53.5
11/12/2016,Miami (FL),UVA,9.5,55
11/12/2016,UTSA,LA Tech,-22,63.5
11/12/2016,Cal,Washington St,-17.5,78.5
11/12/2016,Idaho,Texas State,9.5,62
11/12/2016,USC,Washington,-8,59.5
11/12/2016,Oregon State,UCLA,-11.5,50
11/12/2016,UTEP,FAU,-4,54.5
