user,item,rating
36,2617,0
36,2619,0
36,2623,0
36,2628,0
36,2630,-1.3801659476682897
36,2633,0
36,2634,0
36,2635,0
36,2636,-0.5545476139201977
36,2638,-13.5
36,2641,0
36,2643,0
36,2649,0
36,2653,0
36,2655,-0.42657508763092133
36,2678,0
36,2681,0
36,2692,-2.858053087127173
36,2710,-1.7276291049052312
36,2711,0
36,2717,-1.3437115260374022
36,2729,0
36,2747,0
36,2751,-1.9838956521704127
36,2754,0
36,2755,0
38,12,12.5
38,25,-1
38,30,20.5
38,2110,-13.5
38,2127,-28
38,2483,38
41,58,-4
41,97,28
41,119,-16.5
41,120,5
41,130,19.25
41,164,2.5
41,235,1.5
52,2,0
52,5,0.24002526137085142
52,6,0
52,8,-0.680071573884079
52,9,0.5600589431986532
52,12,0
52,13,-1.1201178863973065
52,16,0
52,21,0.6600694687698414
52,23,-0.1400147357996633
52,24,0.3600378920562771
52,25,-1.0501105184974748
52,26,0
52,30,0
52,36,-0.2800294715993266
52,38,-1.3001368324254452
52,41,0
52,47,0
52,48,0
52,50,0
52,52,2.7866886553042285
52,55,0
52,57,0
52,58,-0.16001684091390095
52,59,0.40004210228475234
52,61,0.12001263068542571
52,62,-0.22002315625661378
52,66,0
52,68,0.40004210228475234
52,70,-57.75
52,77,0
52,79,0
52,84,0
52,87,0.18001894602813856
52,93,0
52,96,0
52,97,1.9202020909668114
52,98,0
52,99,0.40004210228475234
52,103,0.9300978878120492
52,113,0
52,119,-0.6600694687698414
52,120,-17
52,127,0.260027366485089
52,130,0.7500789417839107
52,135,0.1400147357996633
52,142,0.09000947301406928
52,145,0
52,147,0
52,150,-30
52,151,1.0801136761688312
52,152,-35
52,153,-0.3200336818278019
52,154,-0.10001052557118809
52,158,0
52,160,0
52,164,-0.3200336818278019
52,166,-1.7601852500529103
52,167,-4.7805031223027905
52,183,-37.5
52,189,0
52,193,0
52,194,0.2800294715993266
52,195,0
52,197,0
52,201,0
52,202,0
52,204,0.38003999717051473
52,213,0
52,218,-0.3400357869420395
52,221,-0.4600484176274652
52,222,-0.6000631534271286
52,228,1.3801452528823956
52,231,0
52,233,0
52,235,0.12001263068542571
52,236,0
52,238,0
52,239,0
52,242,0.6200652585413662
52,245,0.2800294715993266
52,248,0
52,249,0
52,251,0
52,252,0.12001263068542571
52,253,-0.8400884147979799
52,254,-0.08000842045695047
52,256,0
52,257,0
52,258,-0.48005052274170285
52,259,0.3200336818278019
52,264,-0.12001263068542571
52,265,0
52,275,0
52,276,1.2801347273112076
52,277,-0.16001684091390095
52,278,0.5600589431986532
52,282,0
52,290,0
52,295,-1.5001578835678213
52,302,0
52,304,0
52,309,0.02000210511423762
52,311,-1.160122096625782
52,322,0
52,324,0
52,326,-0.3000315767135643
52,328,-0.10001052557118809
52,331,0
52,333,0
52,344,0
52,349,-0.44004631251322757
52,356,-0.520054732970178
52,2005,-1.620170514253247
52,2006,0
52,2010,-2.1002210369949497
52,2011,0
52,2016,0
52,2026,0
52,2029,-1.5601641989105342
52,2032,0.15001578835678214
52,2046,0
52,2050,-0.02000210511423762
52,2065,-40
52,2084,0
52,2110,0
52,2116,1.160122096625782
52,2117,0
52,2127,0
52,2132,0.5400568380844156
52,2142,0
52,2197,-0.5600589431986532
52,2198,0
52,2199,-1.1201178863973065
52,2210,-1.7601852500529103
52,2226,-0.48005052274170285
52,2229,-0.8400884147979799
52,2230,0
52,2241,0
52,2247,-0.9801031505976433
52,2287,0
52,2294,0
52,2296,0
52,2305,0
52,2306,0
52,2309,-0.9400989403691681
52,2320,0
52,2335,0
52,2348,0.20002105114237617
52,2377,-0.8200863096837423
52,2390,-21.5
52,2393,-0.260027366485089
52,2415,0
52,2426,0
52,2428,0
52,2433,-0.06982317040404017
52,2439,-1.0001052557118808
52,2440,-34
52,2447,0
52,2449,0
52,2450,0
52,2458,-1.1001157812830689
52,2459,0
52,2460,0
52,2464,0
52,2466,0
52,2483,1.0601115710545936
52,2502,0
52,2504,0
52,2506,-1.5161602716305869
52,2509,-0.8600905199122175
52,2529,0
52,2534,0
52,2535,0
52,2542,0
52,2545,0
52,2546,-1.9802084063095242
52,2567,0.11001157812830689
52,2569,0
52,2571,0
52,2572,-1.160122096625782
52,2579,0
52,2582,0
52,2617,0
52,2619,0
52,2623,0
52,2628,0
52,2630,-1.9202020909668114
52,2633,0
52,2634,0
52,2635,0
52,2636,-0.38003999717051473
52,2638,-1.4501526207822273
52,2641,0
52,2643,0
52,2649,0
52,2653,-1.3801452528823956
52,2655,0
52,2678,-1.7801873551671479
52,2681,0
52,2692,0
52,2710,0
52,2711,-1.1201178863973065
52,2717,0
52,2729,0
52,2747,0
52,2751,-0.9601010454834057
52,2754,0
52,2755,0
55,2535,-2.5
57,8,-13
57,52,28
57,61,3.5
57,238,-11.75
57,290,-28.5
57,2633,-16
57,2649,-23
58,97,20
58,235,1.5
58,2132,11
58,2226,-12
58,2377,-20.5
58,2390,17.5
58,2567,6
59,61,3
59,153,-7
59,183,-7.75
59,221,-11.5
59,259,-7
59,2010,-52.5
59,2210,-44
61,96,-26.25
61,99,-3
61,142,-6.5
61,249,-33
61,2026,-40
61,2579,-3
62,2,0
62,5,0
62,6,-0.30528439345204156
62,8,-1.1906091344629621
62,9,-0.010176146448401386
62,12,1.2386759950032789
62,13,0
62,16,-2.070742304219629
62,21,5.5
62,23,3.5
62,24,0.040704585793605544
62,25,-1.3228990382921801
62,26,-0.16281834317442218
62,30,23.5
62,36,2.25
62,38,-1.770649482021841
62,41,-0.26457980765843603
62,47,0
62,48,-0.6919779584912942
62,50,-2.1166384612674882
62,52,0.9769100590465329
62,55,0
62,57,0
62,58,0
62,59,0
62,61,0
62,62,-3.2534056970127665
62,66,-0.12211375738081662
62,68,0.7530348371817025
62,70,-0.12211375738081662
62,77,0.24422751476163324
62,79,0
62,84,-1.3636036240857856
62,87,-0.6716256655944914
62,93,0
62,96,0
62,97,1.3228990382921801
62,98,0
62,99,-0.5698642011104775
62,103,1.0176146448401384
62,113,0
62,119,0
62,120,0
62,127,-0.16281834317442218
62,130,0
62,135,0.6512733726976887
62,142,0
62,145,-0.5698642011104775
62,147,0
62,150,0
62,151,0
62,152,-0.28493210055523877
62,153,0
62,154,-0.10176146448401385
62,158,0.4273981508328582
62,160,0
62,164,0
62,166,-0.48845502952326647
62,167,-0.5698642011104775
62,183,0
62,189,0
62,193,-1.4144843563277925
62,194,0.5291596153168721
62,195,0
62,197,0
62,201,0.14246605027761938
62,202,0.10176146448401385
62,204,0.2035229289680277
62,213,-0.7733871300785052
62,218,-0.8140917158721108
62,221,0.18317063607122494
62,222,-0.6105687869040831
62,228,0
62,231,0
62,233,0
62,235,0
62,236,-1.9538201180930659
62,238,0
62,239,0
62,242,0.6105687869040831
62,245,0
62,248,0.12211375738081662
62,249,0.3154605399004429
62,251,0
62,252,0.44775044372966094
62,253,0
62,254,0
62,256,0
62,257,0
62,258,0
62,259,0.16281834317442218
62,264,-0.5902164940072804
62,265,0.06105687869040831
62,275,0.10176146448401385
62,276,0.5495119082136748
62,277,0
62,278,16.75
62,282,0
62,290,0
62,295,0.5698642011104775
62,302,-0.7937394229753081
62,304,0
62,309,0
62,311,0
62,322,0
62,324,0
62,326,0.43757429728125957
62,328,1.4239871847088665
62,331,-1.0583192306337441
62,333,0
62,344,0
62,349,-6
62,356,0
62,2005,-1.8520586536090522
62,2006,0
62,2010,0
62,2011,0
62,2016,0
62,2026,0
62,2029,0
62,2032,0
62,2046,0
62,2050,0
62,2065,0
62,2084,-1.4144843563277925
62,2110,-0.5495119082136748
62,2116,0.7123302513880969
62,2117,-1.1367672357452783
62,2127,-1.139728402220955
62,2132,0
62,2142,0
62,2197,-0.5698642011104775
62,2198,0
62,2199,0
62,2210,0
62,2226,0
62,2229,0
62,2230,-0.8344440087689136
62,2241,0
62,2247,-2.198047632854699
62,2287,-0.5291596153168721
62,2294,-0.6512733726976887
62,2296,0
62,2305,0
62,2306,0
62,2309,-0.5698642011104775
62,2320,-1.160080695117758
62,2335,0
62,2348,0
62,2377,0
62,2390,0
62,2393,0
62,2415,0
62,2426,-0.6978240677976223
62,2428,0
62,2433,0
62,2439,-0.8955008874593219
62,2440,-0.5902164940072804
62,2447,0
62,2449,0
62,2450,0
62,2458,0
62,2459,1.2211375738081662
62,2460,0
62,2464,0
62,2466,0
62,2483,1.9538201180930659
62,2502,-1.241489866704969
62,2504,0
62,2506,0
62,2509,0
62,2529,0
62,2534,0
62,2535,0
62,2542,0
62,2545,0
62,2546,0
62,2567,0
62,2569,0
62,2571,0
62,2572,-0.6919779584912942
62,2579,0
62,2582,0
62,2617,0
62,2619,0
62,2623,0
62,2628,0
62,2630,0
62,2633,-1.139728402220955
62,2634,0
62,2635,0
62,2636,-0.30528439345204156
62,2638,-0.3866935650392526
62,2641,0
62,2643,0
62,2649,-0.06105687869040831
62,2653,0
62,2655,-0.28493210055523877
62,2678,0
62,2681,0
62,2692,-1.607831138847419
62,2710,-1.6050172671457288
62,2711,0
62,2717,0
62,2729,0
62,2747,0
62,2751,-1.2519932821794075
62,2754,0
62,2755,0
66,197,13.5
66,251,7
66,2294,0
66,2305,-4
66,2460,-9.5
66,2628,7
68,167,-38
68,2005,-23
68,2440,-24
68,2572,-29
68,2630,-34.5
68,2751,-24
70,2,0
70,5,-1.32
70,6,-0.14
70,8,-0.05
70,9,0.27
70,12,0
70,13,0
70,16,-0.8
70,21,-0.04
70,23,0.14
70,24,0
70,25,0
70,26,0
70,30,0.84
70,36,-0.19
70,38,0
70,41,-1.17
70,47,0
70,48,0
70,50,0
70,52,0.46
70,55,0
70,57,0
70,58,-0.16
70,59,0
70,61,0
70,62,-0.22
70,66,-0.58
70,68,0.26
70,70,-2.2
70,77,-0.16
70,79,0
70,84,0
70,87,0.87
70,93,0
70,96,0
70,97,0.12
70,98,0
70,99,0
70,103,-0.3
70,113,-0.52
70,119,0
70,120,0
70,127,-0.24
70,130,-0.24
70,135,0
70,142,0
70,145,0
70,147,-0.42
70,150,-0.04
70,151,-0.5
70,152,0
70,153,-0.04
70,154,0
70,158,0.54
70,160,-0.28
70,164,0.15
70,166,-1.3
70,167,-1.94
70,183,-0.23
70,189,0.26
70,193,-1.04
70,194,1.27
70,195,0
70,197,0.08
70,201,0.14
70,202,-0.64
70,204,0.28
70,213,0
70,218,7.5
70,221,0
70,222,0
70,228,0.68
70,231,0
70,233,0
70,235,0
70,236,0
70,238,1.18
70,239,0
70,242,0
70,245,0
70,248,-0.24
70,249,0.48
70,251,0
70,252,0.06
70,253,0
70,254,0
70,256,0
70,257,0
70,258,-0.98
70,259,0.32
70,264,0
70,265,0
70,275,0.36
70,276,0
70,277,-0.16
70,278,27.5
70,282,-0.7
70,290,0
70,295,14
70,302,0
70,304,0
70,309,0.02
70,311,0.12
70,322,0
70,324,0
70,326,10.75
70,328,0.4
70,331,-0.3
70,333,0
70,344,0
70,349,-0.24
70,356,0.28
70,2005,0
70,2006,0.28
70,2010,0
70,2011,0
70,2016,0
70,2026,0
70,2029,-1.56
70,2032,0.15
70,2046,0
70,2050,0
70,2065,0
70,2084,-0.1
70,2110,0
70,2116,0.93
70,2117,0
70,2127,0
70,2132,0.06
70,2142,0
70,2197,-0.56
70,2198,0
70,2199,-3.04
70,2210,0
70,2226,-0.06
70,2229,-1.5
70,2230,0
70,2241,0
70,2247,-0.98
70,2287,0
70,2294,0.64
70,2296,0
70,2305,0
70,2306,-0.1
70,2309,0
70,2320,0
70,2335,-0.82
70,2348,0
70,2377,0
70,2390,0.42
70,2393,0.16
70,2415,0
70,2426,-1.08
70,2428,0
70,2433,-0.82
70,2439,0
70,2440,-0.24
70,2447,-1.04
70,2449,0
70,2450,-1.62
70,2458,-1.1
70,2459,30
70,2460,0
70,2464,0
70,2466,-1.2
70,2483,0
70,2502,0
70,2504,0
70,2506,0
70,2509,-0.42
70,2529,0
70,2534,0
70,2535,0
70,2542,-2.06
70,2545,0
70,2546,0
70,2567,-0.41
70,2569,0
70,2571,0
70,2572,-0.96
70,2579,0
70,2582,0
70,2617,-1.42
70,2619,0
70,2623,-1.06
70,2628,0.12
70,2630,-0.54
70,2633,0
70,2634,0
70,2635,0
70,2636,0
70,2638,0
70,2641,0.16
70,2643,0
70,2649,0.54
70,2653,-0.82
70,2655,0
70,2678,0
70,2681,0
70,2692,0
70,2710,0
70,2711,-1.76
70,2717,0
70,2729,0
70,2747,0
