Visiter,Home,SpreadWag,OverUnderWag,Year,Month,Day,HomeID,VisID
Memphis,Kansas,12.5,63.0,2015,9,12,2305,235
Toledo,Arkansas,-23.0,56.0,2015,9,12,8,2649
Mid Tennessee,Alabama,-33.5,56.0,2015,9,12,333,2393
San Jose State,Air Force,-5.0,58.5,2015,9,12,2005,23
Pitt,Akron,12.0,50.5,2015,9,12,2006,221
Bowling Green,Maryland,-7.0,70.5,2015,9,12,120,189
Arizona,Nevada,10.0,62.5,2015,9,12,2440,12
Kentucky,South Carolina,-7.0,56.5,2015,9,12,2579,96
North Texas,SMU,-6.0,60.0,2015,9,12,2567,249
Ball State,Texas A&M,-31.0,64.5,2015,9,12,245,2050
UTEP,Texas Tech,-20.0,65.5,2015,9,12,2641,2638
Washington St,Rutgers,-5.5,61.5,2015,9,12,164,265
Oklahoma,Tennessee,2.0,64.0,2015,9,12,2633,201
Rice,Texas,-14.5,49.5,2015,9,12,251,242
Georgia State,New Mexico St,-4.5,64.5,2015,9,12,166,2247
South Alabama,Nebraska,-27.0,54.0,2015,9,12,158,6
Oregon,Michigan State,-4.5,67.0,2015,9,12,127,2483
FIU,Indiana,-8.0,56.5,2015,9,12,84,2229
Idaho,USC,-45.0,67.0,2015,9,12,30,70
Tulsa,New Mexico,-6.5,72.0,2015,9,12,167,202
UCF,Stanford,-19.5,46.5,2015,9,12,24,2116
UCLA,UNLV,32.0,65.5,2015,9,12,2439,26
E Michigan,Wyoming,-12.5,53.0,2015,9,12,2751,2199
Miami (OH),Wisconsin,-31.0,52.0,2015,9,12,275,193
Marshall,Ohio,3.0,59.5,2015,9,12,195,276
Hawaii,OSU,-41.5,65.0,2015,9,12,194,62
Clemson,Louisville,5.0,52.5,2015,9,17,97,228
FSU,Boston College,8.5,48.0,2015,9,18,103,52
New Mexico,Arizona State,-25.0,64.0,2015,9,18,9,167
Idaho State,Boise State,-27.0,58.0,2015,9,18,68,304
Ball State,Michigan,5.0,62.5,2015,9,19,130,2050
Illinois,OSU,-34.5,66.5,2015,9,19,194,356
Michigan,Syracuse,-8.5,44.5,2015,9,19,183,130
Rice,Texas,7.5,55.0,2015,9,19,251,242
Nebraska,Florida,-3.0,59.0,2015,9,19,57,158
Cincinnati,Ohio,20.5,59.5,2015,9,19,195,2132
Florida,Maryland,-7.0,51.5,2015,9,19,120,57
Kentucky,Indiana,-2.0,72.0,2015,9,19,84,96
Alabama,San Diego State,-17.5,46.5,2015,9,19,21,333
Stanford,Cal,-9.0,50.5,2015,9,19,25,24
Wake Forest,Army,6.0,49.5,2015,9,19,349,154
Temple,UMass,13.0,54.5,2015,9,19,113,218
Ball State,E Michigan,4.5,61.5,2015,9,19,2199,2050
Charlotte,Mid Tennessee,-18.0,65.0,2015,9,19,2393,2429
Kent State,Minnesota,-24.0,47.5,2015,9,19,135,2309
Troy,Wisconsin,-30.0,59.0,2015,9,19,275,2653
Illinois,UNC,-7.0,63.5,2015,9,19,153,356
N Illinois,OSU,-34.0,66.5,2015,9,19,194,2459
North Carolina St,Old Dominion,17.5,58.0,2015,9,19,295,152
Tulsa,Oklahoma,-31.5,70.0,2015,9,19,201,202
Cent Michigan,Syracuse,-8.5,46.5,2015,9,19,183,2117
Northwestern,Duke,-4.0,50.0,2015,9,19,150,77
Nevada,Texas A&M,-32.0,64.5,2015,9,19,245,2440
Georgia State,Oregon,-43.5,71.5,2015,9,19,2483,2247
Rice,North Texas,7.0,54.5,2015,9,19,249,242
LA Tech,Kansas State,-10.0,52.5,2015,9,19,2306,2348
South Carolina,Georgia,-16.0,53.0,2015,9,19,61,2579
ECU,Navy,-5.5,57.5,2015,9,19,2426,151
Auburn,LSU,-6.5,50.0,2015,9,19,99,2
Ole Miss,Alabama,-8.0,52.5,2015,9,19,333,145
VT,Purdue,5.5,49.0,2015,9,19,2509,259
UTSA,Oklahoma State,-26.5,56.0,2015,9,19,197,2636
Nebraska,Miami (FL),-3.5,59.0,2015,9,19,2390,158
Georgia Tech,Notre Dame,2.0,55.5,2015,9,19,87,59
Utah State,Washington,-7.0,45.0,2015,9,19,264,328
Southern Miss,Texas State,-2.0,66.0,2015,9,19,326,2572
Cincinnati,Miami (OH),21.0,59.5,2015,9,19,193,2132
Iowa State,Toledo,-7.0,58.5,2015,9,19,2649,66
Texas Tech,Arkansas,-10.0,69.0,2015,9,19,8,2641
Memphis,Bowling Green,3.5,72.5,2015,9,19,189,235
Colorado,Colorado State,3.0,56.0,2015,9,19,36,38
USF,Maryland,-6.5,52.0,2015,9,19,120,58
UConn,Missouri,-22.0,42.0,2015,9,19,142,41
Florida,Kentucky,4.0,53.0,2015,9,19,96,57
W Kentucky,Indiana,-3.0,72.5,2015,9,19,84,98
Cal,Texas,4.5,58.0,2015,9,19,251,25
San Jose State,Oregon State,-6.5,50.0,2015,9,19,204,23
SMU,TCU,-37.5,67.5,2015,9,19,2628,2567
UTEP,New Mexico St,2.5,60.0,2015,9,19,166,2638
Rutgers,Penn State,-8.5,46.5,2015,9,19,213,164
South Alabama,San Diego State,-18.0,47.0,2015,9,19,21,6
Stanford,USC,-9.5,50.5,2015,9,19,30,24
Pitt,Iowa,-4.0,47.5,2015,9,19,2294,221
Air Force,Michigan State,-25.5,54.5,2015,9,19,127,2005
BYU,UCLA,-16.0,58.5,2015,9,19,26,252
UNLV,Michigan,-34.0,49.0,2015,9,19,130,2439
Buffalo,FAU,-2.0,60.5,2015,9,19,2226,2084
Wyoming,Washington St,-25.0,66.0,2015,9,19,265,2751
Utah,Fresno State,12.0,52.5,2015,9,19,278,254
Cincinnati,Memphis,-10.0,66.5,2015,9,24,235,2132
Boise State,UVA,2.5,49.0,2015,9,25,258,68
Stanford,Oregon State,15.0,44.5,2015,9,25,204,24
BYU,Michigan,-6.5,48.5,2015,9,26,130,252
Army,E Michigan,1.5,55.0,2015,9,26,2199,349
Nevada,Buffalo,-3.0,53.5,2015,9,26,2084,2440
Cent Michigan,Michigan State,-27.0,54.0,2015,9,26,127,2117
Southern Miss,Nebraska,-21.0,67.5,2015,9,26,158,2572
Missouri,Kentucky,-2.5,44.5,2015,9,26,96,142
Texas State,Houston,-17.5,73.0,2015,9,26,248,326
Navy,UConn,7.0,48.0,2015,9,26,41,2426
VT,ECU,10.0,50.5,2015,9,26,151,259
San Diego State,Penn State,-14.0,40.0,2015,9,26,213,21
Bowling Green,Purdue,4.0,74.5,2015,9,26,2509,189
Kansas,Rutgers,-13.5,62.5,2015,9,26,164,2305
W Michigan,OSU,-32.5,62.0,2015,9,26,194,2711
Arkansas State,Toledo,-4.5,58.5,2015,9,26,2649,2032
Maryland,West Virginia,-16.5,57.0,2015,9,26,277,120
Georgia Tech,Duke,7.5,56.0,2015,9,26,150,59
Vanderbilt,Ole Miss,-27.0,54.0,2015,9,26,145,238
North Texas,Iowa,-25.0,54.5,2015,9,26,2294,249
Mid Tennessee,Illinois,-3.5,61.5,2015,9,26,356,2393
New Mexico,Wyoming,4.0,58.5,2015,9,26,2751,167
FIU,LA Tech,-14.0,55.5,2015,9,26,2348,2229
Rice,Baylor,-32.0,74.0,2015,9,26,239,242
Texas A&M,Arkansas,6.5,60.5,2015,9,26,8,245
Tennessee,Florida,1.0,50.5,2015,9,26,57,2633
Ohio,Minnesota,-7.5,47.0,2015,9,26,135,195
Miami (OH),W Kentucky,-20.0,66.5,2015,9,26,98,193
UMass,Notre Dame,-28.0,60.5,2015,9,26,87,113
North Carolina St,South Alabama,17.5,55.0,2015,9,26,6,152
Ga Southern,Idaho,16.0,67.5,2015,9,26,70,290
Marshall,Kent State,6.5,47.0,2015,9,26,2309,276
Miss St,Auburn,-2.0,58.5,2015,9,26,2,344
UL Monroe,Alabama,-37.0,53.0,2015,9,26,333,2433
TCU,Texas Tech,5.0,84.0,2015,9,26,2641,2628
Akron,LA-Lafayette,-7.5,53.5,2015,9,26,309,2006
Colorado State,UTSA,9.5,56.5,2015,9,26,2636,36
Appalachian St,Old Dominion,7.0,54.5,2015,9,26,295,2026
N Illinois,Boston College,-3.0,45.0,2015,9,26,103,2459
Oklahoma State,Texas,3.0,62.0,2015,9,26,251,197
USC,Arizona State,4.0,61.0,2015,9,26,9,30
Ball State,Northwestern,-17.0,48.5,2015,9,26,77,2050
Hawaii,Wisconsin,-24.5,52.5,2015,9,26,275,62
UCLA,Arizona,1.5,65.0,2015,9,26,12,26
Cal,Washington,0.0,60.5,2015,9,26,264,25
Fresno State,San Jose State,-4.5,54.0,2015,9,26,23,278
UCF,South Carolina,-14.0,45.0,2015,9,26,2579,2116
LSU,Syracuse,24.0,45.5,2015,9,26,183,99
Indiana,Wake Forest,3.5,54.0,2015,9,26,154,84
FAU,Charlotte,9.5,65.0,2015,9,26,2429,2226
Utah,Oregon,-11.0,63.5,2015,9,26,2483,254
Miami (FL),Cincinnati,7.0,70.0,2015,10,1,2132,2390
Memphis,USF,7.0,58.5,2015,10,2,58,235
Temple,Charlotte,20.5,43.5,2015,10,2,2429,218
UConn,BYU,-15.0,44.0,2015,10,2,252,41
UNC,Georgia Tech,-6.5,63.5,2015,10,3,59,153
Bowling Green,Buffalo,7.0,68.5,2015,10,3,2084,189
Toledo,Ball State,5.5,54.5,2015,10,3,2050,2649
Wyoming,Appalachian St,-26.0,52.5,2015,10,3,2026,2751
Ohio,Akron,2.5,45.0,2015,10,3,2006,195
Miami (OH),Kent State,-10.5,43.5,2015,10,3,2309,193
Kansas,Iowa State,-19.0,59.0,2015,10,3,66,2305
Purdue,Michigan State,-22.0,54.0,2015,10,3,127,2509
FIU,UMass,-3.0,56.5,2015,10,3,113,2229
Minnesota,Northwestern,-4.5,40.5,2015,10,3,77,135
Louisville,North Carolina St,-3.0,47.0,2015,10,3,152,97
West Virginia,Oklahoma,-7.0,60.0,2015,10,3,201,277
Iowa,Wisconsin,-6.0,46.0,2015,10,3,275,2294
Pitt,VT,-4.0,45.0,2015,10,3,259,221
Miss St,Texas A&M,-4.0,62.5,2015,10,3,245,344
W Kentucky,Rice,7.0,69.5,2015,10,3,242,98
Kansas State,Oklahoma State,-7.0,48.0,2015,10,3,197,2306
Houston,Tulsa,9.0,81.0,2015,10,3,202,248
Arizona State,UCLA,-13.0,61.5,2015,10,3,26,9
Texas,TCU,-14.0,71.5,2015,10,3,2628,251
Air Force,Navy,-5.0,49.5,2015,10,3,2426,2005
Alabama,Georgia,-1.0,51.5,2015,10,3,61,333
Ole Miss,Florida,6.5,50.5,2015,10,3,57,145
Boston College,Duke,-5.5,37.5,2015,10,3,150,103
Nebraska,Illinois,3.5,56.0,2015,10,3,356,158
OSU,Indiana,22.5,66.0,2015,10,3,84,194
N Illinois,Cent Michigan,1.5,51.5,2015,10,3,2117,2459
Texas Tech,Baylor,-17.0,88.0,2015,10,3,239,2641
Hawaii,Boise State,-27.0,56.5,2015,10,3,68,62
Oregon,Colorado,6.5,69.0,2015,10,3,38,2483
Washington St,Cal,-17.0,73.0,2015,10,3,25,265
San Jose State,Auburn,-21.0,55.5,2015,10,3,2,23
Idaho,Arkansas State,-21.5,60.5,2015,10,3,2032,70
LA-Lafayette,LA Tech,-14.0,59.5,2015,10,3,2348,309
Vanderbilt,Mid Tennessee,-2.5,48.5,2015,10,3,2393,238
South Carolina,Missouri,-3.0,42.5,2015,10,3,142,2579
E Michigan,LSU,-45.0,64.0,2015,10,3,99,2199
Old Dominion,Marshall,-17.0,54.0,2015,10,3,276,295
Arkansas,Tennessee,-6.0,53.0,2015,10,3,2633,8
ECU,SMU,5.5,65.0,2015,10,3,2567,151
North Texas,Southern Miss,-16.5,66.0,2015,10,3,2572,249
South Alabama,Troy,-6.5,61.5,2015,10,3,2653,6
Ga Southern,UL Monroe,5.5,48.0,2015,10,3,2433,290
FSU,Wake Forest,19.0,45.0,2015,10,3,154,52
Colorado State,Utah State,-4.5,50.5,2015,10,3,328,36
UTSA,UTEP,3.0,57.0,2015,10,3,2638,2636
Notre Dame,Clemson,-3.0,49.0,2015,10,3,228,87
New Mexico St,New Mexico,-12.0,66.0,2015,10,3,167,166
UNLV,Nevada,-6.5,56.0,2015,10,3,2440,2439
Fresno State,San Diego State,-7.5,52.0,2015,10,3,21,278
Michigan,Maryland,14.0,46.5,2015,10,3,120,130
Army,Penn State,-26.5,45.0,2015,10,3,213,349
UCF,Tulane,1.0,44.0,2015,10,3,2655,2116
Arizona,Stanford,-11.0,59.5,2015,10,3,24,12
SMU,Houston,-24.5,69.5,2015,10,8,248,2567
Washington,USC,-17.0,58.0,2015,10,8,30,264
Southern Miss,Marshall,-3.0,57.0,2015,10,9,276,2572
North Carolina St,VT,-2.5,44.0,2015,10,9,259,152
LSU,South Carolina,13.5,49.0,2015,10,10,2579,99
Oklahoma,Texas,16.0,59.5,2015,10,10,251,201
Minnesota,Purdue,3.5,47.0,2015,10,10,2509,135
Akron,E Michigan,8.0,53.5,2015,10,10,2199,2006
Oklahoma State,West Virginia,-6.5,60.5,2015,10,10,277,197
Duke,Army,13.0,47.5,2015,10,10,349,150
Tulane,Temple,-14.5,44.0,2015,10,10,218,2655
Illinois,Iowa,-10.5,46.0,2015,10,10,2294,356
Maryland,OSU,-32.0,56.0,2015,10,10,194,120
Wake Forest,Boston College,-7.5,36.5,2015,10,10,103,154
Miami (OH),Ohio,-16.0,50.5,2015,10,10,195,193
Kent State,Toledo,-15.5,45.5,2015,10,10,2649,2309
Ball State,N Illinois,-10.0,57.5,2015,10,10,2459,2050
Appalachian St,Georgia State,15.0,62.0,2015,10,10,2247,2026
UVA,Pitt,-10.0,47.0,2015,10,10,221,258
Cent Michigan,W Michigan,-6.5,50.0,2015,10,10,2711,2117
Arkansas,Alabama,-16.5,48.5,2015,10,10,333,8
Wyoming,Air Force,-21.5,56.5,2015,10,10,2005,2751
UMass,Bowling Green,-14.0,79.0,2015,10,10,189,113
Troy,Miss St,-30.5,56.0,2015,10,10,344,2653
New Mexico St,Ole Miss,-45.0,70.0,2015,10,10,145,166
ECU,BYU,-9.5,58.5,2015,10,10,252,151
Baylor,Kansas,45.0,76.0,2015,10,10,2305,239
Rice,FAU,-4.0,58.5,2015,10,10,2226,242
Washington St,Oregon,-17.0,72.5,2015,10,10,2483,265
Georgia,Tennessee,2.5,59.5,2015,10,10,2633,61
Mid Tennessee,W Kentucky,-7.5,70.0,2015,10,10,98,2393
UL Monroe,Tulsa,-9.0,66.5,2015,10,10,202,2433
Navy,Notre Dame,-14.0,56.5,2015,10,10,87,2426
Colorado,Arizona State,-15.5,58.0,2015,10,10,9,38
Miami (FL),FSU,-7.0,51.0,2015,10,10,52,2390
Northwestern,Michigan,-10.0,34.5,2015,10,10,130,77
Georgia Tech,Clemson,-7.5,54.5,2015,10,10,228,59
Texas State,LA-Lafayette,-4.0,70.5,2015,10,10,309,326
Cal,Utah,-7.5,61.0,2015,10,10,254,25
UConn,UCF,-3.0,38.0,2015,10,10,2116,41
UTEP,FIU,-14.5,45.0,2015,10,10,2229,2638
LA Tech,UTSA,12.5,54.0,2015,10,10,2636,2348
Boise State,Colorado State,15.5,59.0,2015,10,10,36,68
Florida,Missouri,4.0,38.0,2015,10,10,142,57
Oregon State,Arizona,-10.0,64.0,2015,10,10,12,204
TCU,Kansas State,9.5,63.0,2015,10,10,2306,2628
Iowa State,Texas Tech,-10.5,74.0,2015,10,10,2641,66
Michigan State,Rutgers,13.5,52.5,2015,10,10,164,127
Wisconsin,Nebraska,1.5,49.0,2015,10,10,158,275
New Mexico,Nevada,-4.5,54.5,2015,10,10,2440,167
Utah State,Fresno State,11.0,47.5,2015,10,10,278,328
Syracuse,USF,-1.5,47.0,2015,10,10,58,183
San Jose State,UNLV,3.0,51.0,2015,10,10,2439,23
South Carolina,LSU,-19.5,50.0,2015,10,10,99,2579
Indiana,Penn State,-7.0,54.0,2015,10,10,213,84
San Diego State,Hawaii,0.0,46.5,2015,10,11,62,21
Arkansas State,South Alabama,4.0,59.0,2015,10,13,6,2032
Auburn,Kentucky,1.5,53.5,2015,10,15,96,2
W Kentucky,North Texas,34.0,71.0,2015,10,15,249,98
UCLA,Stanford,-6.5,55.5,2015,10,15,24,26
Houston,Tulane,20.0,58.0,2015,10,16,2655,248
Boise State,Utah State,9.5,50.5,2015,10,16,328,68
UNLV,Fresno State,4.5,50.0,2015,10,16,278,2439
Cincinnati,BYU,-6.0,67.5,2015,10,16,252,2132
E Michigan,Toledo,-29.0,58.5,2015,10,17,2649,2199
UCF,Temple,-20.0,46.5,2015,10,17,218,2116
Buffalo,Cent Michigan,-6.0,56.0,2015,10,17,2117,2084
Marshall,FAU,4.0,47.0,2015,10,17,2226,276
USF,UConn,-2.5,45.0,2015,10,17,41,58
New Mexico St,Ga Southern,-30.5,63.5,2015,10,17,290,166
FIU,Mid Tennessee,-10.5,56.0,2015,10,17,2393,2229
Georgia State,Ball State,-13.0,65.5,2015,10,17,2050,2247
Boston College,Clemson,-17.0,38.0,2015,10,17,228,103
Syracuse,UVA,-6.5,53.5,2015,10,17,258,183
Purdue,Wisconsin,-23.5,50.5,2015,10,17,275,2509
Iowa,Northwestern,1.5,41.0,2015,10,17,77,2294
Wake Forest,UNC,-17.0,53.5,2015,10,17,153,154
Texas Tech,Kansas,33.0,77.0,2015,10,17,2305,2641
Nevada,Wyoming,5.5,53.5,2015,10,17,2751,2440
LA Tech,Miss St,-13.0,59.5,2015,10,17,344,2348
Kent State,UMass,-7.0,55.0,2015,10,17,113,2309
W Michigan,Ohio,-4.0,52.5,2015,10,17,195,2711
N Illinois,Miami (OH),16.0,56.5,2015,10,17,193,2459
Air Force,Colorado State,3.0,53.0,2015,10,17,36,2005
Alabama,Texas A&M,3.0,54.5,2015,10,17,245,333
Florida,LSU,-7.0,45.0,2015,10,17,99,57
Nebraska,Minnesota,-2.0,47.5,2015,10,17,135,158
Missouri,Georgia,-14.5,48.0,2015,10,17,61,142
Oklahoma,Kansas State,4.5,53.5,2015,10,17,2306,201
Pitt,Georgia Tech,-3.5,47.0,2015,10,17,59,221
VT,Miami (FL),-3.0,52.0,2015,10,17,2390,259
Michigan State,Michigan,-7.0,42.0,2015,10,17,130,127
West Virginia,Baylor,-20.0,77.0,2015,10,17,239,277
Tulsa,ECU,-13.5,79.0,2015,10,17,151,202
UTSA,Southern Miss,-8.5,57.5,2015,10,17,2572,2636
Appalachian St,UL Monroe,14.0,49.0,2015,10,17,2433,2026
Charlotte,Old Dominion,-5.5,49.5,2015,10,17,295,2429
Vanderbilt,South Carolina,-2.5,45.0,2015,10,17,2579,238
Oregon State,Washington St,-7.5,61.0,2015,10,17,265,204
Arizona State,Utah,-5.0,52.0,2015,10,17,254,9
Akron,Bowling Green,-10.0,66.0,2015,10,17,189,2006
TCU,Iowa State,20.0,71.0,2015,10,17,66,2628
Louisville,FSU,-7.0,46.5,2015,10,17,52,97
Ole Miss,Memphis,10.5,70.0,2015,10,17,235,145
Penn State,OSU,-18.5,47.5,2015,10,17,194,213
Hawaii,New Mexico,-5.0,50.5,2015,10,17,167,62
San Diego State,San Jose State,-2.5,48.5,2015,10,17,23,21
Oregon,Washington,-3.0,59.0,2015,10,17,264,2483
Arizona,Colorado,7.0,67.5,2015,10,17,38,12
USC,Notre Dame,-5.0,61.0,2015,10,17,87,30
Rutgers,Indiana,-5.5,64.5,2015,10,17,84,164
Idaho,Troy,-10.0,61.0,2015,10,17,2653,70
LA-Lafayette,Arkansas State,-7.0,57.5,2015,10,20,2032,309
Ga Southern,Appalachian St,-7.0,61.0,2015,10,22,2026,290
Temple,ECU,-3.0,48.5,2015,10,22,151,218
Cal,UCLA,-4.0,69.5,2015,10,22,26,25
Memphis,Tulsa,10.5,76.5,2015,10,23,202,235
Utah State,San Diego State,3.5,43.5,2015,10,23,21,328
E Michigan,N Illinois,-27.0,67.0,2015,10,24,2459,2199
Cent Michigan,Ball State,7.0,56.5,2015,10,24,2050,2117
Toledo,UMass,14.5,61.5,2015,10,24,113,2649
Bowling Green,Kent State,14.0,59.0,2015,10,24,2309,189
Ohio,Buffalo,2.5,53.5,2015,10,24,2084,195
Pitt,Syracuse,7.0,49.5,2015,10,24,183,221
Indiana,Michigan State,-15.0,61.0,2015,10,24,127,84
Clemson,Miami (FL),7.0,55.0,2015,10,24,2390,228
North Carolina St,Wake Forest,9.0,46.0,2015,10,24,154,152
Missouri,Vanderbilt,1.5,34.5,2015,10,24,238,142
Miami (OH),W Michigan,-27.5,56.0,2015,10,24,2711,193
Wyoming,Boise State,-34.5,58.5,2015,10,24,68,2751
Fresno State,Air Force,-17.0,55.5,2015,10,24,2005,278
North Texas,Marshall,-28.5,59.5,2015,10,24,276,249
Utah,USC,-6.5,57.5,2015,10,24,30,254
Tennessee,Alabama,-15.0,49.5,2015,10,24,333,2633
Kansas State,Texas,-7.0,47.5,2015,10,24,251,2306
Texas A&M,Ole Miss,-6.0,64.0,2015,10,24,145,245
UVA,UNC,-17.0,59.0,2015,10,24,153,258
Northwestern,Nebraska,-7.0,49.5,2015,10,24,158,77
Wisconsin,Illinois,4.5,46.0,2015,10,24,356,275
Duke,VT,-3.0,46.0,2015,10,24,259,150
UL Monroe,Idaho,-1.0,57.5,2015,10,24,70,2433
Houston,UCF,21.5,54.0,2015,10,24,2116,248
Colorado,Oregon State,-1.0,59.0,2015,10,24,204,38
Iowa State,Baylor,-37.0,74.5,2015,10,24,239,66
Penn State,Maryland,6.0,47.0,2015,10,24,120,213
Southern Miss,Charlotte,15.0,62.5,2015,10,24,2429,2572
Boston College,Louisville,-8.0,37.5,2015,10,24,97,103
Mid Tennessee,LA Tech,-7.5,63.0,2015,10,24,2348,2393
UConn,Cincinnati,-11.0,57.5,2015,10,24,2132,41
SMU,USF,-12.0,62.0,2015,10,24,58,2567
South Alabama,Texas State,-1.0,62.0,2015,10,24,326,6
Old Dominion,FIU,-13.5,52.5,2015,10,24,2229,295
Kentucky,Miss St,-12.5,59.0,2015,10,24,344,96
Auburn,Arkansas,-6.5,51.5,2015,10,24,8,2
Texas Tech,Oklahoma,-14.0,73.5,2015,10,24,201,2641
Kansas,Oklahoma State,-35.0,58.0,2015,10,24,197,2305
FSU,Georgia Tech,6.0,56.0,2015,10,24,59,52
OSU,Rutgers,21.0,63.0,2015,10,24,164,194
W Kentucky,LSU,-15.5,65.5,2015,10,24,99,98
FAU,UTEP,4.5,53.5,2015,10,24,2638,2226
New Mexico,San Jose State,-8.0,56.0,2015,10,24,23,167
Hawaii,Nevada,-7.5,52.0,2015,10,24,2440,62
Washington St,Arizona,-6.0,73.0,2015,10,24,12,265
Army,Rice,-7.5,54.5,2015,10,24,242,349
Tulane,Navy,-24.0,54.0,2015,10,24,2426,2655
